frame_id,camera_path,lidar_path,radar_path,ego_vel,decision
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448746012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448746012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448746512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448746512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448748012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448748012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448748512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448748512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448750012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448750012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448750512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448750512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448751012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448751012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448751512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448751512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448752012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448752012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448752512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448752512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448753012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448753012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448753512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448753512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448754012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448754012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448754512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448754512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448755012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448755012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448755512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448755512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448757012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448757012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448757512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448757512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448758012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448758012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448758512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448758512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448759012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448759012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448759512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448759512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448760012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448760012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448760512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448760512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448761012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448761012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448761512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448761512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448762012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448762012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448762512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448762512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448763012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448763012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448763512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448763512460.jpg,,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448764012460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448764012460.jpg,,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448744447639.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448744447639.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448745047596.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448745047596.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448745547460.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448745547460.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448746047898.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448746047898.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448746548329.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448746548329.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448747047643.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448747047643.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448747547529.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448747547529.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448748047387.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448748047387.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448748547277.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448748547277.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448749047731.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448749047731.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448749547584.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448749547584.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448750047463.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448750047463.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448750547877.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448750547877.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448751048300.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448751048300.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448751548178.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448751548178.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448752048628.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448752048628.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448752549040.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448752549040.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448753048377.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448753048377.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448753547684.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448753547684.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448754047572.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448754047572.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448754547448.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448754547448.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448755047865.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448755047865.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448755548316.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448755548316.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448756050426.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448756050426.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448756547528.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448756547528.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448757048500.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448757048500.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448757548354.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448757548354.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448758048230.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448758048230.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448758547578.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448758547578.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448759047433.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448759047433.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448759546758.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448759546758.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448760047738.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448760047738.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448760548179.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448760548179.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448761048087.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448761048087.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448761548500.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448761548500.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448762048350.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448762048350.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448762547686.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448762547686.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448763047541.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448763047541.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448763547987.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448763547987.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448764047314.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-02-10-50-40+0800__LIDAR_TOP__1538448764047314.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984233512470,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984233512470.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984234012472,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984234012472.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984234512460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984234512460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984234912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984234912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984235412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984235412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984235912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984235912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984236412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984236412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984236912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984236912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984237412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984237412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984237912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984237912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984238412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984238412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984238912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984238912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984239412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984239412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984239912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984239912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984240412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984240412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984240912467,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984240912467.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984241412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984241412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984241912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984241912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984242412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984242412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984242912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984242912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984243412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984243412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984243912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984243912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984244412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984244412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984244912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984244912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984245412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984245412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984245912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984245912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984246412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984246412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984246912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984246912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984247412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984247412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984247912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984247912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984248412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984248412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984248912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984248912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984249412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984249412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984249912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984249912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984250412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984250412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984250912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984250912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984251412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984251412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984251912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984251912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984252412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984252412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984252912460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984252912460.jpg,,,,
n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984253412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984253412460.jpg,,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984233547259.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984233547259.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984234047134.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984234047134.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984234547551.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984234547551.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984234947904.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984234947904.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984235447825.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984235447825.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984235947081.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984235947081.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984236446970.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984236446970.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984236946289.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984236946289.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984237446737.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984237446737.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984237947155.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984237947155.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984238447571.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984238447571.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984238948012.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984238948012.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984239448435.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984239448435.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984239948316.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984239948316.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984240448191.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984240448191.pcd.bin,,,
n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984240947518.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-10-08-15-36-50+0800__LIDAR_TOP__1538984240947518.pcd.bin,,,
